0.00000	-0.00062
0.01000	-0.00078
0.02000	0.00104
0.03000	-0.00692
0.04000	-0.03433
0.05000	-0.05202
0.06000	-0.02700
0.07000	0.01516
0.08000	0.02225
0.09000	-0.00580
0.10000	-0.01741
0.11000	0.01124
0.12000	0.04118
0.13000	0.03264
0.14000	0.00328
0.15000	-0.00643
0.16000	0.00708
0.17000	0.02137
0.18000	0.01987
0.19000	-0.00420
0.20000	-0.03836
0.21000	-0.05333
0.22000	-0.03047
0.23000	0.01439
0.24000	0.03645
0.25000	0.01374
0.26000	-0.02402
0.27000	-0.03817
0.28000	-0.01677
0.29000	0.02449
0.30000	0.04494
0.31000	0.01502
0.32000	-0.03302
0.33000	-0.03246
0.34000	0.02689
0.35000	0.07807
0.36000	0.06708
0.37000	0.01757
0.38000	-0.01663
0.39000	-0.01374
0.40000	0.00980
0.41000	0.01461
0.42000	-0.02156
0.43000	-0.06203
0.44000	-0.05277
0.45000	-0.00059
0.46000	0.03777
0.47000	0.03127
0.48000	0.00141
0.49000	-0.01909
0.50000	-0.02248
0.51000	-0.01623
0.52000	-0.00437
0.53000	0.00485
0.54000	-0.00185
0.55000	-0.00715
0.56000	0.02078
0.57000	0.05014
0.58000	0.02292
0.59000	-0.03656
0.60000	-0.06063
0.61000	-0.03458
0.62000	0.01272
0.63000	0.04783
0.64000	0.04046
0.65000	-0.00985
0.66000	-0.05099
0.67000	-0.03207
0.68000	0.02549
0.69000	0.05132
0.70000	0.01451
0.71000	-0.03697
0.72000	-0.03775
0.73000	0.01040
0.74000	0.04795
0.75000	0.03728
0.76000	-0.00271
0.77000	-0.03127
0.78000	-0.02907
0.79000	-0.00818
0.80000	0.00849
0.81000	0.00901
0.82000	-0.00058
0.83000	-0.00102
0.84000	0.01696
0.85000	0.03317
0.86000	0.02054
0.87000	-0.01534
0.88000	-0.03428
0.89000	-0.01197
0.90000	0.01870
0.91000	0.01218
0.92000	-0.01824
0.93000	-0.02227
0.94000	0.00574
0.95000	0.01968
0.96000	-0.00140
0.97000	-0.02266
0.98000	-0.01651
0.99000	-0.00309
1.00000	-0.00322
1.01000	-0.00214
1.02000	0.01511
1.03000	0.03458
1.04000	0.03644
1.05000	0.02141
1.06000	0.00855
1.07000	0.01120
1.08000	0.01527
1.09000	-0.00219
1.10000	-0.03271
1.11000	-0.04014
1.12000	-0.01170
1.13000	0.01337
1.14000	-0.00595
1.15000	-0.04509
1.16000	-0.04503
1.17000	-0.00109
1.18000	0.03473
1.19000	0.03001
1.20000	0.00331
1.21000	-0.01216
1.22000	-0.00641
1.23000	0.00780
1.24000	0.01608
1.25000	0.01199
1.26000	0.00017
1.27000	-0.00759
1.28000	-0.00602
1.29000	0.00172
1.30000	0.00845
1.31000	0.00661
1.32000	-0.00424
1.33000	-0.01682
1.34000	-0.02197
1.35000	-0.01593
1.36000	-0.00583
1.37000	-0.00157
1.38000	-0.00123
1.39000	0.00787
1.40000	0.02657
1.41000	0.03470
1.42000	0.01933
1.43000	-0.00433
1.44000	-0.01364
1.45000	-0.00645
1.46000	0.00039
1.47000	-0.00369
1.48000	-0.00797
1.49000	-0.00130
1.50000	0.00229
1.51000	-0.00910
1.52000	-0.00725
1.53000	0.03163
1.54000	0.06542
1.55000	0.03752
1.56000	-0.02904
1.57000	-0.05332
1.58000	-0.01065
1.59000	0.02866
1.60000	0.00267
1.61000	-0.04770
1.62000	-0.04482
1.63000	0.00746
1.64000	0.03662
1.65000	0.00627
1.66000	-0.04093
1.67000	-0.04398
1.68000	0.00333
1.69000	0.04982
1.70000	0.04301
1.71000	-0.00924
1.72000	-0.04127
1.73000	-0.01571
1.74000	0.02425
1.75000	0.02432
1.76000	-0.00066
1.77000	-0.00365
1.78000	0.01897
1.79000	0.03340
1.80000	0.01942
1.81000	-0.01315
1.82000	-0.04281
1.83000	-0.04808
1.84000	-0.01547
1.85000	0.03379
1.86000	0.05072
1.87000	0.02206
1.88000	-0.00665
1.89000	0.00492
1.90000	0.03511
1.91000	0.02857
1.92000	-0.02969
1.93000	-0.08423
1.94000	-0.06829
1.95000	0.01211
1.96000	0.07790
1.97000	0.06916
1.98000	0.01913
1.99000	-0.00177
2.00000	0.00662
2.01000	-0.00329
2.02000	-0.03348
2.03000	-0.04442
2.04000	-0.01762
2.05000	0.02083
2.06000	0.03281
2.07000	0.01369
2.08000	-0.01393
2.09000	-0.03189
2.10000	-0.03512
2.11000	-0.03207
2.12000	-0.03119
2.13000	-0.02460
2.14000	-0.00604
2.15000	0.01611
2.16000	0.03435
2.17000	0.03922
2.18000	0.01584
2.19000	-0.02519
2.20000	-0.04342
2.21000	-0.02401
2.22000	-0.00111
2.23000	0.00280
2.24000	0.01392
2.25000	0.04983
2.26000	0.06973
2.27000	0.02448
2.28000	-0.06032
2.29000	-0.09989
2.30000	-0.05171
2.31000	0.03909
2.32000	0.08835
2.33000	0.05825
2.34000	-0.00102
2.35000	-0.02566
2.36000	-0.01834
2.37000	-0.00559
2.38000	0.01332
2.39000	0.03608
2.40000	0.04319
2.41000	0.02761
2.42000	0.00206
2.43000	-0.01303
2.44000	-0.00227
2.45000	0.02885
2.46000	0.05463
2.47000	0.04415
2.48000	-0.01376
2.49000	-0.08205
2.50000	-0.10733
2.51000	-0.09106
2.52000	-0.07520
2.53000	-0.06451
2.54000	-0.01616
2.55000	0.08547
