0.00000	0.01924
0.01000	0.10244
0.02000	0.24091
0.03000	0.34756
0.04000	0.37865
0.05000	0.36503
0.06000	0.31200
0.07000	0.18781
0.08000	0.01044
0.09000	-0.12913
0.10000	-0.15863
0.11000	-0.09242
0.12000	0.00824
0.13000	0.09228
0.14000	0.12838
0.15000	0.09451
0.16000	0.00346
0.17000	-0.07156
0.18000	-0.06710
0.19000	-0.01575
0.20000	-0.00842
0.21000	-0.09109
0.22000	-0.23153
0.23000	-0.36175
0.24000	-0.41475
0.25000	-0.36008
0.26000	-0.24948
0.27000	-0.16568
0.28000	-0.12190
0.29000	-0.08009
0.30000	-0.00974
0.31000	0.09873
0.32000	0.22027
0.33000	0.33388
0.34000	0.44685
0.35000	0.48346
0.36000	0.28760
0.37000	-0.10197
0.38000	-0.39251
0.39000	-0.43356
0.40000	-0.37877
0.41000	-0.34501
0.42000	-0.27788
0.43000	-0.14930
0.44000	0.01293
0.45000	0.15528
0.46000	0.17936
0.47000	0.10039
0.48000	0.07002
0.49000	0.10924
0.50000	0.09346
0.51000	-0.00532
0.52000	-0.10355
0.53000	-0.14083
0.54000	-0.11083
0.55000	0.00866
0.56000	0.24689
0.57000	0.42728
0.58000	0.30748
0.59000	0.07238
0.60000	0.08919
0.61000	0.28556
0.62000	0.34170
0.63000	0.18455
0.64000	-0.02488
0.65000	-0.13895
0.66000	-0.13345
0.67000	-0.06734
0.68000	-0.01063
0.69000	0.01581
0.70000	0.04941
0.71000	0.11765
0.72000	0.18589
0.73000	0.16853
0.74000	0.00528
0.75000	-0.27097
0.76000	-0.54172
0.77000	-0.68619
0.78000	-0.68230
0.79000	-0.58713
0.80000	-0.47996
0.81000	-0.40673
0.82000	-0.31552
0.83000	-0.15956
0.84000	0.00764
0.85000	0.09980
0.86000	0.11991
0.87000	0.26637
0.88000	0.63929
0.89000	0.87694
0.90000	0.68641
0.91000	0.37376
0.92000	0.22351
0.93000	0.05095
0.94000	-0.24113
0.95000	-0.40650
0.96000	-0.31995
0.97000	-0.15788
0.98000	-0.06535
0.99000	-0.02240
1.00000	0.01361
1.01000	0.07489
1.02000	0.15013
1.03000	0.16786
1.04000	0.10830
1.05000	0.01464
1.06000	-0.07895
1.07000	-0.14968
1.08000	-0.17317
1.09000	-0.12218
1.10000	-0.02412
1.11000	0.01592
1.12000	-0.02450
1.13000	-0.04398
1.14000	-0.00152
1.15000	0.03809
1.16000	0.03181
1.17000	0.02165
1.18000	0.02972
1.19000	0.00792
1.20000	-0.02446
1.21000	-0.03808
1.22000	-0.13512
1.23000	-0.32087
1.24000	-0.38912
1.25000	-0.24782
1.26000	-0.05757
1.27000	0.01209
1.28000	-0.01516
1.29000	-0.00843
1.30000	0.05766
1.31000	0.10850
1.32000	0.11875
1.33000	0.12249
1.34000	0.14655
1.35000	0.18571
1.36000	0.19521
1.37000	0.13659
1.38000	0.05913
1.39000	0.02037
1.40000	-0.03993
1.41000	-0.16261
1.42000	-0.24872
1.43000	-0.21461
1.44000	-0.06612
1.45000	0.12692
1.46000	0.20784
1.47000	0.12315
1.48000	0.02361
1.49000	0.00133
1.50000	0.01406
1.51000	0.00845
1.52000	-0.04233
1.53000	-0.11679
1.54000	-0.19373
1.55000	-0.24083
1.56000	-0.16036
1.57000	0.06356
1.58000	0.24830
1.59000	0.22450
1.60000	0.07390
1.61000	-0.02415
1.62000	-0.02897
1.63000	0.00731
1.64000	0.03802
1.65000	0.04459
1.66000	0.05375
1.67000	0.10195
1.68000	0.16776
1.69000	0.18549
1.70000	0.13666
1.71000	0.06666
1.72000	-0.00726
1.73000	-0.10565
1.74000	-0.20669
1.75000	-0.24877
1.76000	-0.19946
1.77000	-0.11631
1.78000	-0.09539
1.79000	-0.11521
1.80000	-0.07628
1.81000	0.01345
1.82000	0.06683
1.83000	0.05612
1.84000	0.01896
1.85000	-0.00650
1.86000	-0.00469
1.87000	0.03142
1.88000	0.08784
1.89000	0.11541
1.90000	0.08183
1.91000	0.01969
1.92000	-0.02520
1.93000	-0.04760
1.94000	-0.05252
1.95000	-0.04636
1.96000	-0.05117
1.97000	-0.05907
1.98000	-0.02790
1.99000	0.03209
2.00000	0.05536
2.01000	0.02459
2.02000	-0.01431
2.03000	-0.03448
2.04000	-0.05351
2.05000	-0.07616
2.06000	-0.06800
2.07000	-0.01104
2.08000	0.05444
2.09000	0.08137
2.10000	0.08056
2.11000	0.07729
2.12000	0.04774
2.13000	-0.02658
2.14000	-0.09772
2.15000	-0.10397
2.16000	-0.04348
2.17000	0.03371
2.18000	0.07504
2.19000	0.05642
2.20000	0.00332
2.21000	-0.03295
2.22000	-0.03815
2.23000	-0.02775
2.24000	-0.00087
2.25000	0.04990
2.26000	0.11261
2.27000	0.15013
2.28000	0.11855
2.29000	0.02563
2.30000	-0.04968
2.31000	-0.04552
2.32000	0.00709
2.33000	0.04419
2.34000	0.05451
2.35000	0.04867
2.36000	0.01443
2.37000	-0.04395
2.38000	-0.09462
2.39000	-0.11975
2.40000	-0.11975
2.41000	-0.09655
2.42000	-0.05783
2.43000	-0.02319
2.44000	-0.01138
2.45000	-0.01742
2.46000	-0.01604
2.47000	0.00659
2.48000	0.04037
2.49000	0.06759
2.50000	0.08384
2.51000	0.09536
2.52000	0.08724
2.53000	0.03607
2.54000	-0.03443
2.55000	-0.07200
2.56000	-0.06169
2.57000	-0.01798
2.58000	0.05185
2.59000	0.12167
2.60000	0.14014
2.61000	0.10006
